Prueba,Tama�o_10,Tama�o_20,Tama�o_30,Tama�o_40,Tama�o_50,Tama�o_60,Tama�o_70,Tama�o_80,Tama�o_90,Tama�o_100,Tama�o_110,Tama�o_120,Tama�o_130,Tama�o_140,Tama�o_150,Tama�o_160,Tama�o_170,Tama�o_180,Tama�o_190,Tama�o_200,Tama�o_210,Tama�o_220,Tama�o_230,Tama�o_240,Tama�o_250,Tama�o_260,Tama�o_270,Tama�o_280,Tama�o_290,Tama�o_300,Tama�o_310,Tama�o_320,Tama�o_330,Tama�o_340,Tama�o_350,Tama�o_360,Tama�o_370,Tama�o_380,Tama�o_390,Tama�o_400,Tama�o_410,Tama�o_420,Tama�o_430,Tama�o_440,Tama�o_450,Tama�o_460,Tama�o_470,Tama�o_480,Tama�o_490,Tama�o_500,Tama�o_510,Tama�o_520,Tama�o_530,Tama�o_540,Tama�o_550,Tama�o_560,Tama�o_570,Tama�o_580,Tama�o_590,Tama�o_600,Tama�o_610,Tama�o_620,Tama�o_630,Tama�o_640,Tama�o_650,Tama�o_660,Tama�o_670,Tama�o_680,Tama�o_690,Tama�o_700,Tama�o_710,Tama�o_720,Tama�o_730,Tama�o_740,Tama�o_750,Tama�o_760,Tama�o_770,Tama�o_780,Tama�o_790,Tama�o_800,Tama�o_810,Tama�o_820,Tama�o_830,Tama�o_840,Tama�o_850,Tama�o_860,Tama�o_870,Tama�o_880,Tama�o_890,Tama�o_900,Tama�o_910,Tama�o_920,Tama�o_930,Tama�o_940,Tama�o_950,Tama�o_960,Tama�o_970,Tama�o_980,Tama�o_990,Tama�o_1000
11,700,3500,6100,9600,11600,12600,21700,27700,36100,79300,49200,72000,71000,80200,93100,83400,118100,132400,148800,130000,136000,196200,173800,232300,237700,475000,296300,238800,319800,283400,410100,615000,438700,357000,436900,567500,601800,607600,523600,548600,623900,554200,551000,688800,952500,826500,805800,1083300,863300,1008000,991500,1256800,1031100,871500,1271900,1028700,1679300,1296900,1178100,1716800,1623600,1350100,1509000,2066100,1214000,1299300,1302200,2070200,1446300,2322800,1757200,1903900,1857300,2025300,2275500,2951700,2982900,2339000,1981800,2296500,2353800,3829800,2492800,2691800,2519100,2581500,3499300,2811700,3502500,2423800,2437200,3179800,4500300,4408600,3418100,3324500,3846300,5128200,3658500,3411600
12,600,4200,4700,8800,11000,12100,20900,28600,33000,49500,49100,63200,74000,73000,91400,82600,116900,134900,143600,133800,141300,190100,167800,230100,239700,454900,270100,238700,328800,294500,404200,611400,420300,377500,444500,584900,570500,553600,541800,555100,631600,635000,556300,676200,999700,842100,847100,950000,951600,928000,1201200,1185500,1040200,885400,1270900,1202500,993900,1293600,1195300,1708200,2082300,1350300,1471300,1734800,2018100,1313500,1333700,1762500,1384200,1831700,3099900,1923700,2602700,1995000,2203600,2521800,3072200,3023800,2109800,2766500,2330900,3286100,2521100,2739800,2237700,2237400,3250400,2781900,3898000,2410700,2421800,3985900,3177300,3818400,3373700,3413700,3656700,3739900,4131000,4514700
13,700,4500,4900,7500,11300,13000,24800,39200,32200,47600,49200,67100,68500,78500,89900,80300,115700,133000,141800,126100,133700,202800,170500,222900,232400,447200,269000,245300,333400,283000,410800,599700,431700,459900,434500,458300,556800,562200,528400,552500,610700,569600,553000,680500,1020500,969900,815600,929300,859100,782100,858000,1084700,1044500,1044800,1308600,1008100,988600,1249000,1181400,1451300,1797200,1363200,1483900,1917100,1329300,1329600,1317500,1649900,1403900,1830600,2077000,1718800,2303700,2006800,2431400,2323600,2953900,2475900,2405600,1835200,2361700,2951600,2507500,2668900,2228700,3202700,3454200,2785100,2979700,3556800,2448600,3598600,3102500,3183400,3352400,3321000,4949200,2899400,4601600,3482100
14,700,4000,5800,7600,11500,13200,25800,34900,33600,42700,49900,74400,69600,84400,95500,83600,117300,135800,142600,124300,137000,191200,173900,223400,233500,466900,262600,242100,326500,294300,404300,626100,433100,438700,433800,395600,575800,706300,535500,536700,620200,557700,538100,688900,992600,1206700,809700,1064200,963300,784400,945600,949000,1014900,952300,1312100,946300,1010200,1278200,1193900,1595500,1414000,1743200,1483200,1324000,1532700,1289200,1625900,1623100,1387500,1857400,1933200,1517000,1575000,2016600,1685400,2059100,2409600,2225700,2412400,2322200,2605800,2918300,2522400,3301400,2148000,3002500,3681100,2848900,2411700,2408400,2462500,3141100,3102400,3708300,4036800,3290500,3387700,2874700,3695900,3061000
15,600,3800,4400,7300,11200,13100,30600,118900,33500,45500,58100,69300,74300,73900,93400,84600,115900,138100,140500,125600,134100,212800,171900,228100,236000,462300,267200,246700,329100,292700,407000,605600,330500,380200,425700,393400,566500,705800,527800,542300,617900,695300,543800,693600,969300,1126800,790600,1645300,1400300,934000,1034200,1029400,1054500,1115800,1278000,937500,998700,1486700,1186400,1524600,1395000,1344100,2351200,1187800,1458200,1707100,1637700,1658700,1406500,1840500,1896700,1546000,1593800,2019400,1667200,2040800,2428700,2353800,2439700,2459100,3612500,2924900,3539300,2892600,2155900,2250000,3195700,3786800,2372900,2338600,3804200,3103300,3165600,2963500,3394700,3287800,3409600,2867700,3758500,3076200
16,600,4000,5100,7700,10800,13200,25100,37900,34100,47200,46900,59700,77600,86500,92600,80400,120100,138100,147200,130600,136800,223700,175700,227800,243200,451900,277200,240600,307400,295000,411800,601900,380500,364900,428300,403000,566100,775900,554300,556700,632600,622000,552500,684900,995200,926500,897400,743000,1280000,1331800,771800,1005800,1188200,1489100,1283200,989200,992900,1292000,1873200,1379500,1403400,1419900,1700000,1225000,2140600,1473500,1728600,1641800,1384900,1849500,1900500,1515800,1591800,2067900,1653600,2013100,2388000,2895900,2818300,2492300,2958500,3270700,3294300,2640900,2227000,2236200,3192500,3303600,2414100,2415100,3186600,3211000,3586500,2913900,3713100,4376900,3343200,4060500,4596800,3063300
17,500,4000,5000,7100,12100,15000,18200,38800,33400,44200,48700,61300,76500,83800,93700,80200,117300,134700,146200,129500,140500,205500,172800,227700,234400,514700,265400,240900,316700,299000,410600,608900,407500,365800,443800,395200,568100,796000,536800,552100,619700,639000,549100,691500,1040400,886200,693400,722200,1160300,1005400,782500,983200,1400100,1386600,1258700,955100,995300,1201500,1558500,1799400,1397200,1116900,1497900,1220900,1843500,1556000,1700900,1628600,1391200,1808200,1903300,1503900,1614200,2273300,1672600,2002900,2195900,3202200,3342300,2456600,2863600,2917400,2911300,2647200,3188700,2214000,2656600,3811900,2395800,2398800,2939500,3669600,3966500,2924800,4073000,3519000,3703300,3687300,4535000,4523100
18,1800,4700,6200,7800,11400,12900,23200,31200,36300,46900,48300,60200,68500,87500,93600,81600,120200,134900,146700,130800,138600,202800,175400,232800,231400,550900,264800,242700,322200,688600,405200,615700,476300,366300,425600,389200,565600,750700,538800,546200,623400,609000,551400,688400,991100,928400,638200,686800,1422900,948400,792900,974400,1086600,1370100,1316400,954300,994500,1217400,1301100,1501600,1406000,1129500,1488500,1200200,1888000,1401400,1652400,1875800,1388300,2399700,1842600,1528400,1598300,1637100,1676300,2466900,2256100,2829200,1881700,3382600,2877100,2019500,2715900,2581900,2849300,2239100,2618900,3815400,2445400,2422000,2945200,3127200,4137700,2980400,4499000,3394300,3440300,3467500,4119700,3772200
19,700,4100,5100,7500,11000,14200,18800,27100,34100,45400,47200,59200,71400,91200,102700,81300,119000,134700,145100,129900,141000,206100,171400,273200,234300,466800,270300,241600,323100,389300,402500,588400,538100,357400,435000,396800,563400,709800,680200,542700,634300,563900,549200,687900,1027700,920800,645300,695000,1254200,919100,780900,948100,1081800,1388500,1317800,944400,996300,1216000,1227700,1304000,2195400,1161300,1486400,1190400,1896900,1887900,1588900,1849800,1401400,2410300,1995900,1517600,1599800,1570300,2226600,2441800,2437600,2987200,1884100,2058000,2649100,1978700,2663900,2678500,4032000,2566300,2690700,4486800,3419600,3201100,3082800,3075800,4217100,2944800,4756400,3449400,3344000,3551100,4136100,3762700
20,700,5300,4600,7600,12300,13200,16600,27700,35100,45000,47300,70600,69100,79600,124300,81400,119500,131900,140200,128000,141200,192000,172100,230400,233700,507400,286500,244300,321500,382000,412600,612300,499200,370700,436900,406000,567500,692800,908800,562900,634700,551800,546100,676700,1071600,865900,670300,686300,950000,1009100,821200,1427500,1276300,1347100,1369000,949500,991900,1225800,1260900,1624300,2786300,1117100,1510800,1299700,1881400,1817100,1665400,1497400,1426700,1948800,1836100,2456500,1586000,1606000,2740700,2793600,2349500,2246400,1832100,1872100,2590600,2018200,2836800,3200000,4083600,3894600,2769900,3257200,3099700,2722300,4389300,3060800,4504200,2964300,4380000,3476000,3346800,4090300,4383900,3184900
21,600,3600,4200,7500,11400,12400,17300,27200,45400,48600,48900,75700,65800,78300,104300,83100,121500,135400,143300,128200,136800,210400,173600,222900,238900,544100,281800,237600,314400,401900,414300,600000,597600,352200,1231100,393000,569800,681800,657100,543300,622300,573600,554400,748200,1037500,871800,664500,693100,916300,931000,797600,990000,1077200,1331200,1276800,1480800,992600,1183500,1221800,1374000,2977700,1130900,1508800,1995800,1592400,1651800,1606600,1544500,1819700,1845100,2267300,2506500,1583800,1599700,3064500,2224800,2213500,2272500,1871000,1892200,2718500,2106300,2421300,2974000,3764600,2251200,3978200,2824400,2914600,2439300,2969500,3211500,4163700,2803100,4231500,3806900,3301000,3795700,4137500,3636000
22,700,5000,4300,7600,11200,12800,17000,26200,42700,45500,47300,61500,72700,82400,138000,83700,117900,134200,145800,126700,131700,193500,170400,229900,226700,472800,275300,247000,318500,384900,408400,569000,600600,354800,481800,396200,561600,667500,759600,548700,623500,560600,565500,1054900,1027300,877800,654000,693400,922300,892400,787100,832500,1070300,1337700,1318700,1638900,976400,1199400,1191900,1311500,2612400,1115300,1493300,1793800,1264100,1653700,1589900,1787900,1496800,1835700,1701900,2022500,2215900,2596200,2380600,2114700,2227000,2246000,1863500,1905200,2018900,2024400,2196600,2581000,3559100,2262500,3297900,2763900,3010500,2451100,2918700,3694400,3172000,2818800,3993500,3443700,3509600,3515400,4658500,3328200
23,500,4300,3900,7800,11100,12500,17700,28600,38100,75800,52000,60600,69300,86200,93400,81200,114300,134900,145500,128200,136400,197700,175200,226000,237900,467200,261600,243300,320700,380900,401600,519300,639200,356800,450600,398700,561900,685600,671800,1041300,626800,561600,551600,1011700,1026800,870900,663000,800000,905500,940200,775500,828400,1053600,1393000,1303200,1618100,1451500,1180900,1223100,1330700,2535700,1116300,1489700,1784000,1257400,1668400,1585500,1799600,1426700,1828300,1519700,1893700,1890200,1781000,2156700,2132200,2233200,2303000,1867000,1904000,1983000,2012800,2195600,2618000,3777000,2246100,3275800,2768500,2957600,2472500,2829200,2550700,3214400,2845000,3613700,3478500,3369700,3580600,4890800,3997900
24,600,4600,4700,8900,11600,12700,17500,27500,63400,45100,50500,68200,66100,78200,90800,79000,116500,133100,143600,126300,138600,208500,168600,225000,234300,379100,267300,236300,317800,386000,370500,515500,533900,365200,399400,392600,553300,680200,672900,716800,622400,562300,1139300,815800,1085400,870700,666000,904400,1883000,916100,789800,824300,1065600,1237600,1282500,1263600,1213800,1186900,1210600,1428000,2567900,1136800,1464600,2047100,1595100,1698900,2961500,1803700,1404800,1821600,1501100,1921100,1584600,1595700,2156000,2250000,2284300,2544700,2379500,1874000,1985600,3117300,2186500,2600700,3617700,2265100,2854800,3230100,3256300,2500200,2907600,2564400,3056400,2834000,3503100,3476700,3383500,3659800,4448300,3881600
25,700,5600,4700,8300,10900,13300,16500,32000,49300,45800,85800,69400,63200,74500,91300,85000,117000,135600,148700,124700,136400,195600,171500,227800,233500,385000,508300,240800,321200,383800,357000,525500,499600,364000,370300,403600,572400,663900,668000,613200,644200,564900,1179200,810800,1066100,883300,657500,900400,1033900,931400,1177600,806500,1042600,1380500,1309800,1055600,1986300,2425000,1206800,1986000,2567500,1128600,1678300,1585400,2379100,1862000,1762000,1780700,1387400,1815200,1530700,1914000,1627800,1607100,2229800,2023000,2934500,3176200,2843800,1854000,2005700,3063700,2239500,2662500,3291300,2334300,2748900,2968900,2984400,2910300,3196200,2548600,2595800,2822900,3457100,3522900,3500100,3774800,4220300,4184600
26,500,27900,4500,8600,12100,13100,17300,58000,33800,47200,52200,67500,65900,73900,93800,81600,118300,132600,143400,127200,137500,197600,174300,229400,240300,383000,702200,237800,312300,378300,361400,533000,484700,355600,369100,401500,562900,688800,554000,1049600,624800,563400,1137200,697200,1644100,868900,737500,898600,1033000,997800,1343800,793900,1053400,1198400,1282500,950300,1258700,1158600,1203100,1601300,2541800,1115100,1991400,1885100,1642900,1646200,1661500,1767000,1390100,1932600,1527300,1904000,1617400,1600800,2128400,2127000,2842800,2224800,2624400,2983000,2001400,2981800,2233600,2857200,2335900,2842700,3269200,2728800,2964400,3053400,2921200,2542900,2592600,2818100,3458200,3431600,3458300,3589400,4250100,4759800
27,600,4200,4300,8300,11300,12500,17100,66100,36700,41900,51800,58800,66500,77900,96100,82200,118600,130800,146800,125700,138200,201200,171600,229600,239200,386100,557500,237400,324700,397600,361200,512200,501100,387900,370300,404600,568200,630700,567000,481500,1680800,569500,1019500,875400,1427000,857000,1030400,995100,1078800,983500,917500,791300,1058000,1152600,1260200,944500,1017100,1015900,1484500,1358100,2576700,1552500,1633800,1798500,1561900,1678100,1643600,1840500,1429200,2816200,1561700,1909800,1607600,1610400,2083300,3061200,2761700,2294600,3001200,2715700,2446400,3073200,2254100,2659000,2732500,2308000,2770000,2786700,2904700,2922000,2892300,3042600,2597800,2837200,3373800,3452500,3444900,3617500,4105800,5324300
28,600,11500,4600,7400,11700,12800,16600,29300,38500,46100,48100,61800,67300,77900,92300,81800,118200,129300,143700,127900,137300,195400,172800,226100,237100,381200,576400,241500,320100,389300,369600,535000,496600,785300,369700,399500,553300,552600,573700,475600,1243200,570500,1051100,1639400,1430800,845100,1539800,903600,1176400,979500,819000,802400,1026300,1200300,1295400,954700,998100,1008600,1549400,1857100,2120400,2060300,1550800,1794800,1541400,2676700,1643200,2419500,1399800,2153000,1593400,2750900,1602600,4231900,2370000,2241800,2220900,2290800,3053500,2335400,2302200,2620100,2221100,2642800,3053500,2270100,2764900,2811200,2940100,3044400,2898800,3083300,2620800,2832000,3397500,3438300,3407500,3555600,4304200,5489900
29,600,2000,4400,8100,15300,13000,18000,27900,42400,46800,48300,65000,67700,75800,97500,82300,117300,133700,148500,125900,139900,206200,173300,236000,234800,380200,548600,243000,318100,402200,371500,523100,492300,646100,363500,395400,558400,558300,630500,469500,1805800,565000,1018300,849400,805200,874000,700000,882000,1405500,986700,819100,817200,1067700,1257300,1275400,975300,983100,1005600,1646500,1411900,2007800,1998500,1521800,1774600,1579000,1993600,1690600,1913800,1413800,2352200,4955000,2198700,1625500,2446500,2181100,2176800,2111000,2238500,3089500,2360800,1961100,2366600,2207400,2607400,2815700,2253300,2777600,2774400,3036900,3048100,2880400,2521300,2611200,2795100,3432100,3471500,3406900,3446400,4185900,5275700
30,600,1900,4200,7600,16300,12500,16900,27800,46900,44600,49100,62600,73800,88600,92600,79300,121100,137400,142600,127500,137300,193400,170800,228700,236700,392800,570200,238100,313100,386700,360900,526800,509000,451500,367500,424200,793400,535600,582000,471900,770600,567700,830900,596100,628600,986300,667300,916100,1782600,979600,800200,810700,1228900,1175900,1243300,966400,970700,1000800,1469100,1356100,1959200,1560300,1479700,1798700,1609900,1702000,1643800,1735200,1419800,2446500,3184800,1545500,1584400,1955000,2127100,2164500,2159000,2401100,2639800,2411500,2029500,2200300,2223800,2598400,2621800,2285400,2453100,3113300,2599000,3056600,2837900,2516400,2660400,2803500,3330800,3477500,3469000,2908100,3244500,5280700
31,500,6500,4400,7700,14700,12100,15600,27000,40200,42000,49500,63400,61400,74700,95100,80500,116500,136700,143300,127700,142700,204700,171600,224300,237600,383400,539700,239500,320100,384400,380000,518500,512800,454300,368800,385400,969200,540100,569400,475500,944900,581300,747400,598900,938900,1138700,670600,914300,1180000,1441800,811700,792900,1098300,1146700,1299200,958000,970300,1006200,2015600,1347100,1947000,1917800,1501400,1778700,1559100,1659900,1681800,1689300,1416700,2432600,1932400,1561700,1613500,1910500,2094800,2154800,1973300,1864500,1946700,2396600,2010400,2151800,2205200,2672400,2627700,2277300,2163800,3397400,3096400,2952300,3519600,2578700,2616600,2770800,3375800,3373500,3513700,2969900,3268300,5484300
32,600,1800,4100,7500,15600,12400,18000,27100,49800,45200,49700,72000,61800,70700,97700,85100,114500,132900,142600,129000,139400,191800,170200,228300,237400,391800,505000,239900,318600,390400,366600,630600,494800,433600,368600,405400,710500,538000,561200,475100,797400,634000,703400,590700,1160200,1036500,646600,972100,2508300,864400,799900,789400,941900,1127600,1281000,966200,973100,976200,1592000,1353600,1992400,1614800,1500600,1808800,1556100,1673200,1757300,1730000,2526100,2501700,1926500,1556800,2071000,1931000,2090000,2115200,1785300,1810600,2408400,2748600,1998300,2107300,2199300,2776400,2647500,2355300,2195900,3384900,3122300,3144500,3623800,2544600,2612300,2819700,3355800,3385300,3379900,2839900,3374000,4571500
33,500,2000,4600,6900,14600,12800,16800,28100,42900,47800,60800,63100,63000,74400,92100,79300,115000,136300,139300,126700,138900,198900,171900,228500,242600,405500,528200,239100,314500,385500,371900,473000,504400,454000,369300,401100,599200,560000,573400,484400,637000,553600,659900,603800,958000,1064400,679300,1116400,965800,781400,803300,823000,1093100,1098900,1348300,962900,972400,991800,1531900,1345400,1976700,1393300,1506800,2180500,1546200,1863100,1884500,1661900,3048900,2853600,1840700,1575300,2056700,1919200,2436500,2149200,1785200,1836200,2481700,2019300,1992800,2076700,2192900,2559100,2632900,2302600,2197500,3429800,3034600,3149700,3635800,2585300,2611000,2774600,3356600,3448800,3390100,2842800,3299700,4447000
34,600,1700,4500,7800,27500,12400,16500,28000,61600,43500,45200,59100,64700,76900,93600,83100,147300,135400,141600,128800,140600,227400,172500,228900,234500,399800,538100,245600,309300,392400,371600,312100,477100,443200,374200,392800,588400,577600,569000,477100,642700,647400,666300,593400,861200,1047400,665300,1089400,929200,994300,819900,802500,1118200,1080000,1255200,949000,969500,988200,1527100,1330700,1988500,1422600,1481100,1497000,1929400,2231500,1627100,1706900,2736600,1563200,1881300,1600800,1985500,1927300,2526300,2554200,1882300,1862000,2446800,2174700,2401400,2452100,2217600,2649100,2660300,2277600,2176100,2973800,3112200,3127100,3113700,2605100,2632900,2804700,3412000,3435400,3440000,2836700,3348700,4354800
35,600,2100,4500,7300,14000,12600,17000,28300,35200,67400,47800,57800,67800,84500,91700,81500,116700,136600,141300,127300,138700,193800,173600,228500,233900,401700,528900,243600,311300,381500,369500,301600,569100,521000,373000,397000,551800,456100,572500,476200,605100,585400,702200,601000,952300,1031200,680900,1040400,918600,967100,806500,810800,1347600,1089800,1257400,1049300,959700,994600,1542400,1479400,2049000,1409000,1572000,1224100,1982100,2185600,1358900,1914600,2497200,1495000,1914200,1553700,2271400,2467400,2398700,1708200,1789100,1804100,2436800,2523500,2287700,4283700,2277400,2655300,2707500,2260000,2191500,2912200,3047100,3083700,3064500,2569700,2625800,2783600,3362900,3442200,3437600,2871300,3386900,4891600
